Customer_ID,Customer_Name,Gender,Age,City,State,Registration_Date,Last_Purchase_Date,Total_Orders,Purchase_Frequency,Total_Quantity_Purchased,Average_Basket_Size,Average_Order_Value,Total_Revenue,Customer_Lifetime_Value,Preferred_Category,Preferred_Channel,Customer_Segment,Loyalty_Status,Days_Since_Last_Purchase,Churn_Risk,Churn,Risk_Level
CUST101350,Destiny Obrien,Female,18,Bhopal,Madhya Pradesh,2023-05-30,2026-06-17,6,1.96,18,3,1362.76,8176.56,8183.05,Sports,Online,Low Value,Bronze,11,Low,1,High Risk
CUST101353,Edward Arroyo,Female,47,Surat,Gujarat,2020-05-16,2025-11-01,2,0.5,12,6,876.32,1752.64,2672.75,Beauty,Online,Low Value,Bronze,239,High,1,High Risk
CUST101356,Kristine Carrillo,Male,57,Nashik,Maharashtra,2022-07-06,2026-06-09,1,0.5,10,10,1103.48,1103.48,2185.81,Home & Kitchen,Offline,Low Value,Bronze,19,Low,1,High Risk
CUST101357,Tonya Ellis,Male,27,Bhopal,Madhya Pradesh,2021-02-03,2026-02-13,8,1.49,8,1,3915.93,31327.44,31390.16,Electronics,Online,Medium Value,Bronze,135,Medium,1,High Risk
CUST101360,Megan Hall MD,Female,31,Pune,Maharashtra,2020-06-13,2025-05-05,6,1.0,30,5,1328.06,7968.36,7999.27,Sports,Offline,Low Value,Bronze,419,High,1,High Risk
CUST101364,Karen Gomez,Male,57,Bengaluru,Karnataka,2023-03-09,2025-06-10,1,0.5,4,4,775.7,775.7,1275.31,Sports,Online,Low Value,Bronze,383,High,1,High Risk
CUST101366,Susan Porter,Female,35,Lucknow,Uttar Pradesh,2020-04-25,2024-10-01,1,0.5,9,9,1496.45,1496.45,4607.14,Electronics,Offline,Low Value,Bronze,635,High,1,High Risk
CUST101367,Nicolas Salas,Male,70,Visakhapatnam,Andhra Pradesh,2021-06-20,2024-05-25,6,1.2,36,6,1522.8,9136.8,9145.56,Beauty,Online,Low Value,Bronze,764,High,1,High Risk
CUST101370,Megan Alvarado,Female,56,Vadodara,Gujarat,2021-09-13,2021-09-13,6,1.26,30,5,1057.37,6344.22,6357.77,Home & Kitchen,Online,Low Value,Bronze,1749,High,1,High Risk
CUST101372,John Oliver,Male,45,Nashik,Maharashtra,2021-05-21,2025-07-22,3,0.59,18,6,1433.71,4301.13,4302.97,Grocery,Online,Low Value,Bronze,341,High,1,High Risk
CUST101375,Kenneth Brown,Male,44,Lucknow,Uttar Pradesh,2023-05-23,2025-05-10,3,0.97,24,8,1679.22,5037.66,5021.43,Fashion,Online,Low Value,Bronze,414,High,1,High Risk
CUST101382,John Austin,Male,28,Lucknow,Uttar Pradesh,2022-04-08,2025-11-09,4,0.95,48,12,1973.96,7895.84,7886.11,Beauty,Online,Low Value,Bronze,231,High,1,High Risk
CUST101386,Crystal Garcia,Female,39,Bhopal,Madhya Pradesh,2019-08-25,2026-04-13,6,0.88,24,4,200.0,1200.0,1201.28,Grocery,Online,Low Value,Bronze,76,Low,1,High Risk
CUST101388,Charles Haley,Male,24,Kochi,Kerala,2023-09-05,2026-01-13,5,1.79,20,4,1220.06,6100.3,6104.78,Sports,Online,Low Value,Bronze,166,Medium,1,High Risk
CUST101395,Justin Frederick,Female,38,Surat,Gujarat,2022-03-08,2026-04-05,5,1.17,5,1,1992.6,9963.0,10001.95,Grocery,Online,Low Value,Bronze,84,Low,1,High Risk
CUST101399,Heather Nunez,Male,40,Kanpur,Uttar Pradesh,2021-01-25,2026-02-10,1,0.5,3,3,531.51,531.51,1436.28,Home & Kitchen,Online,Low Value,Bronze,138,Medium,1,High Risk
CUST101403,Laura Sweeney,Female,18,Chandigarh,Chandigarh,2019-02-22,2026-05-17,6,0.82,48,8,1313.42,7880.52,7893.61,Grocery,Offline,Low Value,Bronze,42,Low,1,High Risk
CUST101406,Denise Wallace,Male,36,Coimbatore,Tamil Nadu,2020-07-17,2026-03-02,7,1.18,21,3,804.84,5633.88,5631.96,Home & Kitchen,Offline,Low Value,Bronze,118,Medium,1,High Risk
CUST101419,Kimberly Nelson,Female,52,Ranchi,Jharkhand,2019-02-24,2026-02-11,5,0.68,25,5,1714.9,8574.5,8540.46,Beauty,Online,Low Value,Bronze,137,Medium,1,High Risk
CUST101420,Wayne Wolfe,Female,28,Ranchi,Jharkhand,2022-04-16,2026-06-19,5,1.2,50,10,4603.04,23015.2,23107.83,Fashion,Offline,Medium Value,Bronze,9,Low,1,High Risk
CUST101425,David Torres,Female,70,Pune,Maharashtra,2020-08-17,2024-06-04,11,1.88,44,4,1377.74,15155.14,15140.24,Beauty,Offline,Medium Value,Bronze,754,High,1,High Risk
CUST101427,John Smith,Male,42,Chennai,Tamil Nadu,2019-03-23,2026-01-01,3,0.5,21,7,200.0,600.0,724.98,Home & Kitchen,Offline,Low Value,Bronze,178,Medium,1,High Risk
CUST101429,Jeffrey Carter,Female,44,Lucknow,Uttar Pradesh,2020-04-01,2025-10-22,9,1.45,45,5,502.0,4518.0,4529.82,Home & Kitchen,Online,Low Value,Bronze,249,High,1,High Risk
CUST101437,Catherine Roberts,Female,41,Kolkata,West Bengal,2022-09-24,2026-03-11,3,0.8,15,5,2174.39,6523.17,6510.37,Sports,Offline,Low Value,Bronze,109,Medium,1,High Risk
CUST101438,Lisa Nelson,Female,55,Lucknow,Uttar Pradesh,2020-07-07,2026-06-21,5,0.84,60,12,4654.93,23274.65,23294.91,Home & Kitchen,Offline,Medium Value,Bronze,7,Low,1,High Risk
CUST101439,Chelsea Smith,Female,43,Kolkata,West Bengal,2022-08-22,2024-10-23,5,1.3,65,13,5316.73,26583.65,26492.67,Fashion,Online,Medium Value,Bronze,613,High,1,High Risk
CUST101440,Joseph Lopez,Male,33,Madurai,Tamil Nadu,2019-03-18,2026-02-12,1,0.5,1,1,1555.16,1555.16,5647.97,Electronics,Online,Low Value,Bronze,136,Medium,1,High Risk
CUST101444,Mrs. Raven Rivera DVM,Female,34,Bhopal,Madhya Pradesh,2023-10-31,2025-03-22,5,1.89,30,6,364.92,1824.6,1822.2,Fashion,Offline,Low Value,Bronze,463,High,1,High Risk
CUST101447,Ruth Clayton,Female,23,Bhopal,Madhya Pradesh,2019-04-10,2025-03-13,9,1.25,117,13,1359.23,12233.07,12234.0,Home & Kitchen,Offline,Low Value,Bronze,472,High,1,High Risk
CUST101448,Randy Wright,Male,39,Vadodara,Gujarat,2020-02-25,2025-04-20,3,0.5,24,8,1517.04,4551.12,4795.13,Sports,Online,Low Value,Bronze,434,High,1,High Risk
CUST101452,Emily Morris,Male,43,Hyderabad,Telangana,2019-06-28,2025-11-26,4,0.57,12,3,425.75,1703.0,1694.92,Sports,Offline,Low Value,Bronze,214,High,1,High Risk
CUST101455,Stephen Boyer,Female,26,Indore,Madhya Pradesh,2021-09-05,2025-10-20,4,0.83,52,13,1144.61,4578.44,4554.4,Electronics,Offline,Low Value,Bronze,251,High,1,High Risk
CUST101464,Beth Hall,Female,49,Chennai,Tamil Nadu,2022-02-21,2026-04-08,1,0.5,5,5,1519.8,1519.8,3291.34,Sports,Online,Low Value,Bronze,81,Low,1,High Risk
CUST101469,Cody Bailey,Male,53,Ahmedabad,Gujarat,2022-01-24,2025-09-18,8,1.81,16,2,1785.99,14287.92,14249.29,Beauty,Offline,Low Value,Bronze,283,High,1,High Risk
CUST101471,Kristen Jones,Male,40,Kanpur,Uttar Pradesh,2021-04-14,2026-06-02,8,1.54,24,3,1869.26,14954.08,14935.14,Grocery,Online,Medium Value,Bronze,26,Low,1,High Risk
CUST101472,Edward Baker,Male,38,Lucknow,Uttar Pradesh,2022-07-31,2026-04-24,1,0.5,6,6,767.12,767.12,1493.28,Electronics,Online,Low Value,Bronze,65,Low,1,High Risk
CUST101474,Cody Smith,Male,29,Lucknow,Uttar Pradesh,2020-08-03,2026-06-19,10,1.7,40,4,2927.85,29278.5,29284.91,Home & Kitchen,Online,Medium Value,Bronze,9,Low,1,High Risk
CUST101476,Mary Ryan,Female,33,Coimbatore,Tamil Nadu,2022-09-12,2026-05-29,4,1.06,16,4,826.53,3306.12,3307.79,Electronics,Online,Low Value,Bronze,30,Low,1,High Risk
CUST101477,Joseph Jimenez,Female,30,Bhopal,Madhya Pradesh,2019-05-01,2026-04-20,1,0.5,9,9,1504.19,1504.19,5372.25,Grocery,Offline,Low Value,Bronze,69,Low,1,High Risk
CUST101478,Lisa Morris,Male,33,Kanpur,Uttar Pradesh,2022-03-26,2026-03-12,5,1.18,25,5,609.56,3047.8,3050.42,Grocery,Online,Low Value,Bronze,108,Medium,1,High Risk
CUST101480,Russell Anderson,Female,43,Kolkata,West Bengal,2022-07-17,2026-04-27,6,1.53,42,7,1926.58,11559.48,11588.91,Grocery,Online,Low Value,Bronze,62,Low,1,High Risk
CUST101482,Kenneth Huff,Female,52,Bengaluru,Karnataka,2020-02-11,2026-06-05,9,1.42,225,25,4979.33,44813.97,44969.52,Beauty,Online,Medium Value,Silver,23,Low,1,High Risk
CUST101509,Tammy Moore,Female,31,Bhopal,Madhya Pradesh,2020-03-29,2025-01-28,1,0.5,4,4,1292.23,1292.23,4026.17,Fashion,Online,Low Value,Bronze,516,High,1,High Risk
CUST101510,Henry Taylor,Female,51,Delhi,Delhi,2019-08-12,2025-04-07,9,1.31,63,7,1655.97,14903.73,14883.83,Home & Kitchen,Offline,Medium Value,Bronze,447,High,1,High Risk
CUST101511,Kevin Hall,Female,60,Pune,Maharashtra,2023-01-08,2026-01-08,6,1.74,30,5,530.43,3182.58,3186.41,Grocery,Online,Low Value,Bronze,171,Medium,1,High Risk
CUST101516,Elizabeth Cross,Female,45,Pune,Maharashtra,2019-03-07,2025-07-17,8,1.1,40,5,1668.35,13346.8,13385.17,Home & Kitchen,Online,Low Value,Bronze,346,High,1,High Risk
CUST101517,Angela Brown,Female,50,Delhi,Delhi,2019-04-13,2025-08-30,5,0.7,45,9,1516.88,7584.4,7636.94,Fashion,Online,Low Value,Bronze,302,High,1,High Risk
CUST101519,Sean Kane,Male,39,Chennai,Tamil Nadu,2021-11-21,2025-09-03,1,0.5,7,7,1221.96,1221.96,2800.22,Grocery,Online,Low Value,Bronze,298,High,1,High Risk
CUST101521,Richard Reyes,Female,30,Lucknow,Uttar Pradesh,2022-01-02,2024-08-27,5,1.12,45,9,1695.42,8477.1,8484.48,Home & Kitchen,Online,Low Value,Bronze,670,High,1,High Risk
CUST101529,Patricia Anderson,Female,36,Hyderabad,Telangana,2020-04-17,2025-03-13,11,1.78,154,14,3399.42,37393.62,37390.92,Beauty,Online,Medium Value,Silver,472,High,1,High Risk
CUST101532,Danielle Jones,Other,47,Delhi,Delhi,2021-10-05,2026-05-17,6,1.27,66,11,2479.01,14874.06,14834.49,Sports,Offline,Medium Value,Bronze,42,Low,1,High Risk
CUST101540,Ashley Brown,Male,38,Ranchi,Jharkhand,2023-01-24,2026-05-28,1,0.5,4,4,1676.39,1676.39,2857.09,Fashion,Online,Low Value,Bronze,31,Low,1,High Risk
CUST101543,Jerry Johnson,Male,29,Surat,Gujarat,2021-05-10,2026-05-12,9,1.76,117,13,6794.39,61149.51,61190.25,Grocery,Online,Medium Value,Silver,47,Low,1,High Risk
CUST101544,Joshua Harris,Female,31,Madurai,Tamil Nadu,2022-09-26,2024-04-26,1,0.5,7,7,841.57,841.57,1572.54,Electronics,Offline,Low Value,Bronze,793,High,1,High Risk
CUST101546,Brenda Hale,Male,33,Kolkata,West Bengal,2019-03-30,2025-12-03,3,0.5,12,4,1165.04,3495.12,4212.01,Sports,Online,Low Value,Bronze,207,High,1,High Risk
CUST101550,Alejandra Price,Female,32,Guwahati,Assam,2023-10-12,2026-03-22,1,0.5,8,8,1776.86,1776.86,2393.47,Sports,Online,Low Value,Bronze,98,Medium,1,High Risk
CUST101552,Alicia Dillon,Male,18,Madurai,Tamil Nadu,2022-04-01,2025-09-16,1,0.5,10,10,346.86,346.86,732.66,Sports,Online,Low Value,Bronze,285,High,1,High Risk
CUST101558,James Moore,Male,63,Kolkata,West Bengal,2021-06-10,2026-01-31,3,0.6,33,11,427.1,1281.3,1289.54,Sports,Online,Low Value,Bronze,148,Medium,1,High Risk
CUST101559,Harold Garrett,Male,42,Kochi,Kerala,2022-11-10,2024-11-09,4,1.11,32,8,1357.12,5428.48,5444.09,Fashion,Online,Low Value,Bronze,596,High,1,High Risk
CUST101561,Lori Johns,Male,35,Madurai,Tamil Nadu,2019-09-11,2026-04-03,12,1.77,108,9,2803.07,33636.84,33633.16,Sports,Online,Medium Value,Bronze,86,Low,1,High Risk
CUST101564,Mary Miller,Male,67,Coimbatore,Tamil Nadu,2019-04-06,2026-04-15,3,0.5,21,7,1497.9,4493.7,5401.05,Sports,Online,Low Value,Bronze,74,Low,1,High Risk
CUST101572,Brianna Fitzpatrick,Male,30,Coimbatore,Tamil Nadu,2019-10-27,2025-12-24,1,0.5,8,8,1525.19,1525.19,5073.53,Sports,Online,Low Value,Bronze,186,High,1,High Risk
CUST101573,Emily Grant,Female,49,Hyderabad,Telangana,2022-07-19,2026-02-13,2,0.51,8,4,1794.67,3589.34,3593.47,Home & Kitchen,Online,Low Value,Bronze,135,Medium,1,High Risk
CUST101574,Bailey Stewart,Female,27,Kanpur,Uttar Pradesh,2019-12-24,2026-05-26,9,1.39,81,9,2857.61,25718.49,25795.4,Sports,Offline,Medium Value,Bronze,33,Low,1,High Risk
CUST101584,Samuel Henry,Male,27,Kochi,Kerala,2022-09-18,2024-09-28,5,1.33,40,8,379.74,1898.7,1898.53,Fashion,Offline,Low Value,Bronze,638,High,1,High Risk
CUST101589,Dr. Katherine Nguyen,Male,47,Madurai,Tamil Nadu,2021-03-25,2023-05-27,4,0.76,4,1,775.89,3103.56,3091.66,Electronics,Online,Low Value,Bronze,1128,High,1,High Risk
CUST101591,Nicolas James,Female,28,Kolkata,West Bengal,2020-04-25,2026-01-05,7,1.14,42,6,1634.7,11442.9,11474.72,Fashion,Online,Low Value,Bronze,174,Medium,1,High Risk
CUST101594,Kelly Hayes,Male,43,Mumbai,Maharashtra,2024-03-11,2024-11-26,4,1.75,24,6,610.79,2443.16,2437.73,Home & Kitchen,Online,Low Value,Bronze,579,High,1,High Risk
CUST101599,Ronald Murray,Female,45,Kolkata,West Bengal,2023-03-21,2026-03-27,4,1.23,24,6,995.13,3980.52,3984.53,Beauty,Offline,Low Value,Bronze,93,Medium,1,High Risk
CUST101610,Richard Hunt,Female,38,Bengaluru,Karnataka,2019-05-27,2026-06-04,3,0.5,15,5,331.6,994.8,1172.52,Home & Kitchen,Offline,Low Value,Bronze,24,Low,1,High Risk
CUST101611,Jamie James,Female,42,Delhi,Delhi,2020-11-10,2025-12-28,11,1.96,11,1,2775.45,30529.95,30531.85,Beauty,Online,Medium Value,Bronze,182,High,1,High Risk
CUST101612,Susan Cunningham,Male,28,Hyderabad,Telangana,2022-12-03,2026-06-13,5,1.41,65,13,3878.12,19390.6,19417.36,Beauty,Online,Medium Value,Bronze,15,Low,1,High Risk
CUST101616,Autumn Anderson,Female,27,Ranchi,Jharkhand,2020-02-28,2026-05-30,3,0.5,12,4,1456.93,4370.79,4599.15,Beauty,Offline,Low Value,Bronze,29,Low,1,High Risk
CUST101623,Amber Hernandez,Female,42,Jaipur,Rajasthan,2023-05-24,2026-05-19,4,1.3,24,6,200.0,800.0,800.82,Home & Kitchen,Offline,Low Value,Bronze,40,Low,1,High Risk
CUST101630,Anna Evans,Male,68,Nagpur,Maharashtra,2020-08-12,2025-12-01,6,1.02,24,4,1591.44,9548.64,9510.73,Beauty,Online,Low Value,Bronze,209,High,1,High Risk
CUST101633,Michael Hill,Male,32,Surat,Gujarat,2020-01-31,2024-12-07,5,0.78,15,3,2063.49,10317.45,10285.08,Fashion,Online,Low Value,Bronze,568,High,1,High Risk
CUST101634,Kelly Dominguez,Female,41,Kanpur,Uttar Pradesh,2022-08-16,2025-11-18,3,0.78,3,1,2954.58,8863.74,8871.26,Grocery,Offline,Low Value,Bronze,222,High,1,High Risk
CUST101636,Victoria Webb,Male,50,Ranchi,Jharkhand,2020-07-24,2025-01-16,11,1.86,198,18,1975.32,21728.52,21717.65,Grocery,Offline,Medium Value,Bronze,528,High,1,High Risk
CUST101638,Lee Stewart,Female,29,Chennai,Tamil Nadu,2020-09-05,2026-06-01,2,0.5,6,3,1390.02,2780.04,4026.4,Beauty,Offline,Low Value,Bronze,27,Low,1,High Risk
CUST101639,Whitney Gomez,Male,25,Bhopal,Madhya Pradesh,2020-01-31,2024-10-04,1,0.5,6,6,849.84,849.84,2715.3,Grocery,Online,Low Value,Bronze,632,High,1,High Risk
CUST101645,Mrs. Felicia Castro DDS,Female,40,Indore,Madhya Pradesh,2022-06-04,2024-12-17,4,0.99,16,4,1458.99,5835.96,5848.78,Beauty,Offline,Low Value,Bronze,558,High,1,High Risk
CUST101647,Elizabeth Hunter,Female,22,Coimbatore,Tamil Nadu,2019-12-14,2026-03-27,6,0.92,30,5,200.0,1200.0,1199.97,Electronics,Online,Low Value,Bronze,93,Medium,1,High Risk
CUST101648,Aaron Jennings,Female,40,Guwahati,Assam,2022-11-24,2025-08-01,6,1.68,12,2,285.74,1714.44,1716.46,Electronics,Offline,Low Value,Bronze,331,High,1,High Risk
CUST101649,Nathaniel Gilbert,Male,29,Bengaluru,Karnataka,2022-05-26,2026-02-04,2,0.5,6,3,685.38,1370.76,1396.09,Beauty,Online,Low Value,Bronze,144,Medium,1,High Risk
CUST101662,Michele Edwards,Female,34,Kochi,Kerala,2021-06-01,2026-04-10,4,0.79,28,7,925.8,3703.2,3698.46,Grocery,Online,Low Value,Bronze,79,Low,1,High Risk
CUST101664,Jesse Sampson,Other,27,Bhopal,Madhya Pradesh,2022-12-11,2026-04-04,4,1.13,48,12,671.21,2684.84,2676.7,Fashion,Online,Low Value,Bronze,85,Low,1,High Risk
CUST101665,Eric Rodriguez,Male,34,Jaipur,Rajasthan,2019-02-09,2026-03-12,1,0.5,7,7,1094.51,1094.51,4030.43,Beauty,Offline,Low Value,Bronze,108,Medium,1,High Risk
CUST101667,Alexander Webb,Male,43,Ranchi,Jharkhand,2023-03-30,2026-04-08,3,0.93,12,4,1593.1,4779.3,4786.5,Home & Kitchen,Online,Low Value,Bronze,81,Low,1,High Risk
CUST101671,Megan Anderson,Male,24,Mumbai,Maharashtra,2020-04-04,2025-10-30,10,1.61,60,6,1267.04,12670.4,12678.03,Grocery,Online,Low Value,Bronze,241,High,1,High Risk
CUST101672,Julia Reeves,Other,29,Bhopal,Madhya Pradesh,2021-05-14,2025-10-05,6,1.18,12,2,1364.49,8186.94,8221.31,Sports,Offline,Low Value,Bronze,266,High,1,High Risk
CUST101673,April Randolph,Male,38,Indore,Madhya Pradesh,2019-04-26,2025-12-05,4,0.56,28,7,1522.4,6089.6,6101.44,Fashion,Offline,Low Value,Bronze,205,High,1,High Risk
CUST101674,Linda Miller,Female,19,Indore,Madhya Pradesh,2020-10-31,2025-12-23,2,0.5,6,3,535.85,1071.7,1511.09,Fashion,Offline,Low Value,Bronze,187,High,1,High Risk
CUST101681,Christine Bell,Male,42,Vadodara,Gujarat,2019-02-04,2022-10-06,5,0.68,25,5,649.01,3245.05,3256.33,Electronics,Offline,Low Value,Bronze,1361,High,1,High Risk
CUST101683,David Jones,Female,36,Jaipur,Rajasthan,2022-01-31,2025-12-04,2,0.5,2,1,306.89,613.78,673.44,Grocery,Online,Low Value,Bronze,206,High,1,High Risk
CUST101686,Anthony Simmons,Female,29,Ahmedabad,Gujarat,2020-09-02,2026-05-11,10,1.72,20,2,1037.41,10374.1,10351.89,Fashion,Offline,Low Value,Bronze,48,Low,1,High Risk
CUST101689,Robert Marquez,Female,22,Jaipur,Rajasthan,2021-11-04,2024-10-19,3,0.65,12,4,662.59,1987.77,1993.94,Home & Kitchen,Online,Low Value,Bronze,617,High,1,High Risk
CUST101712,Jamie Snyder,Male,37,Delhi,Delhi,2019-08-25,2025-10-26,4,0.59,24,6,996.97,3987.88,4014.82,Beauty,Online,Low Value,Bronze,245,High,1,High Risk
CUST101718,Susan Torres,Male,53,Guwahati,Assam,2019-10-15,2026-01-11,1,0.5,4,4,200.0,200.0,668.58,Beauty,Online,Low Value,Bronze,168,Medium,1,High Risk
CUST101727,Karen Lopez,Male,24,Patna,Bihar,2021-06-25,2026-06-01,2,0.5,8,4,1033.53,2067.06,2579.23,Beauty,Offline,Low Value,Bronze,27,Low,1,High Risk
CUST101728,Tim Larsen,Male,33,Bengaluru,Karnataka,2019-04-01,2024-10-21,1,0.5,4,4,816.23,816.23,2948.71,Home & Kitchen,Online,Low Value,Bronze,615,High,1,High Risk
CUST101729,Zachary Santiago,Male,37,Hyderabad,Telangana,2019-04-24,2026-04-28,12,1.68,36,3,8473.97,101687.64,101963.26,Grocery,Offline,Medium Value,Silver,61,Low,1,High Risk
CUST101735,Joanna Kelly,Female,41,Ahmedabad,Gujarat,2024-02-17,2025-09-05,2,0.85,2,1,2180.07,4360.14,4342.83,Electronics,Online,Low Value,Bronze,296,High,1,High Risk
CUST101740,John Vaughn,Female,31,Pune,Maharashtra,2020-08-21,2024-10-09,1,0.5,9,9,717.61,717.61,2093.4,Electronics,Online,Low Value,Bronze,627,High,1,High Risk
CUST101742,Dr. Julie Miller,Female,24,Delhi,Delhi,2023-03-20,2025-11-19,2,0.61,8,4,887.41,1774.82,1763.64,Electronics,Online,Low Value,Bronze,221,High,1,High Risk
CUST101748,Jennifer Yu,Male,40,Kolkata,West Bengal,2022-01-19,2026-03-29,7,1.58,7,1,1081.0,7567.0,7552.05,Sports,Offline,Low Value,Bronze,91,Medium,1,High Risk
CUST101754,Jonathan York,Female,33,Delhi,Delhi,2021-12-08,2024-11-04,3,0.66,33,11,628.98,1886.94,1883.27,Fashion,Offline,Low Value,Bronze,601,High,1,High Risk
CUST101755,Casey Campbell,Female,28,Coimbatore,Tamil Nadu,2019-03-08,2024-11-11,2,0.5,24,12,1268.91,2537.82,4625.75,Home & Kitchen,Offline,Low Value,Bronze,594,High,1,High Risk
CUST101765,Audrey Jackson,Male,21,Indore,Madhya Pradesh,2021-12-01,2026-04-13,7,1.54,42,6,1741.98,12193.86,12221.57,Sports,Online,Low Value,Bronze,76,Low,1,High Risk
CUST101766,Eric Reese,Female,18,Indore,Madhya Pradesh,2022-05-24,2025-08-29,5,1.23,20,4,846.19,4230.95,4245.89,Beauty,Offline,Low Value,Bronze,303,High,1,High Risk
CUST101772,Tina Reynolds,Female,44,Chennai,Tamil Nadu,2022-08-31,2024-04-17,7,1.84,21,3,1021.4,7149.8,7157.32,Electronics,Offline,Low Value,Bronze,802,High,1,High Risk
CUST101773,Shannon Rogers,Female,44,Chandigarh,Chandigarh,2020-12-21,2026-03-02,1,0.5,8,8,2659.52,2659.52,7314.14,Electronics,Online,Low Value,Bronze,118,Medium,1,High Risk
CUST101791,Janet Cook,Male,32,Bhopal,Madhya Pradesh,2023-05-02,2025-06-13,1,0.5,2,2,1322.94,1322.94,2077.22,Home & Kitchen,Online,Low Value,Bronze,380,High,1,High Risk
CUST101793,John Mcfarland,Male,38,Ahmedabad,Gujarat,2019-03-22,2026-03-01,5,0.69,45,9,964.7,4823.5,4827.62,Home & Kitchen,Online,Low Value,Bronze,119,Medium,1,High Risk
CUST101801,Laura Robertson,Male,39,Bhopal,Madhya Pradesh,2022-01-17,2026-03-19,6,1.36,30,5,2344.41,14066.46,14115.37,Beauty,Offline,Low Value,Bronze,101,Medium,1,High Risk
CUST101805,Karen Bradley,Female,32,Bhopal,Madhya Pradesh,2019-04-24,2025-11-22,14,1.95,84,6,2350.54,32907.56,32828.4,Grocery,Online,Medium Value,Bronze,218,High,1,High Risk
CUST101811,Connor Dominguez,Male,49,Mumbai,Maharashtra,2019-11-15,2026-03-19,1,0.5,4,4,1689.75,1689.75,5576.98,Sports,Online,Low Value,Bronze,101,Medium,1,High Risk
CUST101817,Joann Forbes,Male,33,Chennai,Tamil Nadu,2019-11-21,2026-02-21,6,0.91,60,10,1947.46,11684.76,11669.03,Home & Kitchen,Online,Low Value,Bronze,127,Medium,1,High Risk
CUST101823,Kaitlin Hardin,Female,40,Guwahati,Assam,2020-08-23,2025-07-03,9,1.54,45,5,1609.79,14488.11,14450.25,Beauty,Online,Low Value,Bronze,360,High,1,High Risk
CUST101827,Sabrina Rodriguez,Male,36,Lucknow,Uttar Pradesh,2021-08-01,2025-06-04,3,0.61,27,9,613.55,1840.65,1830.08,Grocery,Online,Low Value,Bronze,389,High,1,High Risk
CUST101828,Robert Walker PhD,Male,58,Coimbatore,Tamil Nadu,2019-10-19,2026-03-06,9,1.35,45,5,435.16,3916.44,3921.27,Fashion,Online,Low Value,Bronze,114,Medium,1,High Risk
CUST101830,Erika Daugherty,Male,34,Chennai,Tamil Nadu,2019-07-16,2026-04-20,2,0.5,20,10,1250.43,2500.86,4335.85,Electronics,Offline,Low Value,Bronze,69,Low,1,High Risk
CUST101833,Bryan Thomas,Female,25,Nagpur,Maharashtra,2019-07-01,2026-03-11,8,1.15,40,5,803.55,6428.4,6446.44,Fashion,Online,Low Value,Bronze,109,Medium,1,High Risk
CUST101834,Michael Tran,Male,52,Nagpur,Maharashtra,2020-08-26,2026-03-22,3,0.52,12,4,1864.65,5593.95,5643.83,Home & Kitchen,Offline,Low Value,Bronze,98,Medium,1,High Risk
CUST101838,Christopher Davis,Male,35,Chennai,Tamil Nadu,2020-02-20,2025-10-02,1,0.5,6,6,415.72,415.72,1316.87,Electronics,Online,Low Value,Bronze,269,High,1,High Risk
CUST101841,Mark Mills,Male,39,Hyderabad,Telangana,2022-01-17,2026-06-10,5,1.13,60,12,3616.02,18080.1,18089.6,Home & Kitchen,Offline,Medium Value,Bronze,18,Low,1,High Risk
CUST101842,Todd Bishop,Female,50,Patna,Bihar,2019-05-12,2025-05-04,13,1.83,182,14,3672.44,47741.72,47802.95,Sports,Online,Medium Value,Silver,420,High,1,High Risk
CUST101844,Lori Patton,Female,26,Bhopal,Madhya Pradesh,2020-06-19,2026-05-28,5,0.83,20,4,1734.32,8671.6,8646.77,Home & Kitchen,Offline,Low Value,Bronze,31,Low,1,High Risk
CUST101848,Randy Hopkins,Male,30,Surat,Gujarat,2020-12-07,2026-06-19,11,1.99,66,6,529.28,5822.08,5833.7,Beauty,Online,Low Value,Bronze,9,Low,1,High Risk
CUST101851,Michael Williams,Female,50,Ranchi,Jharkhand,2020-11-20,2025-08-24,1,0.5,3,3,1615.94,1615.94,4512.69,Home & Kitchen,Online,Low Value,Bronze,308,High,1,High Risk
CUST101853,Robert Chang,Male,48,Patna,Bihar,2024-02-27,2025-05-05,4,1.73,24,6,1358.66,5434.64,5444.24,Home & Kitchen,Offline,Low Value,Bronze,419,High,1,High Risk
CUST101854,Patrick Buckley,Female,36,Ranchi,Jharkhand,2020-06-04,2026-04-27,1,0.5,4,4,1469.52,1469.52,4443.76,Electronics,Online,Low Value,Bronze,62,Low,1,High Risk
CUST101856,Steven Griffith,Male,63,Visakhapatnam,Andhra Pradesh,2024-03-24,2026-04-14,1,0.5,7,7,1685.58,1685.58,1892.1,Beauty,Online,Low Value,Bronze,75,Low,1,High Risk
CUST101858,Erika Maxwell,Female,47,Mumbai,Maharashtra,2019-11-11,2026-03-10,4,0.6,24,6,1457.88,5831.52,5783.62,Beauty,Online,Low Value,Bronze,110,Medium,1,High Risk
CUST101859,Brent Rojas,Male,24,Chennai,Tamil Nadu,2019-06-25,2026-05-21,1,0.5,8,8,1771.38,1771.38,6193.16,Fashion,Online,Low Value,Bronze,38,Low,1,High Risk
CUST101860,Jaime Walker,Female,46,Surat,Gujarat,2021-07-19,2025-12-05,3,0.61,9,3,1253.09,3759.27,3764.9,Home & Kitchen,Offline,Low Value,Bronze,205,High,1,High Risk
